bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
104Meadow,8/1/17,8/31/17,-692,11621.25,11621.25,closed
104Meadow,12/1/20,12/31/20,-6155,1809,1809,closed
104Meadow,5/1/21,5/31/21,795,5763,5763,closed
104Meadow,10/1/21,10/31/21,890,10012,10012,closed
104Meadow,2/1/14,2/28/14,436,3220.57,3220.57,closed
104Meadow,3/1/14,3/31/14,43,3263.26,3263.26,closed
104Meadow,4/1/14,4/30/14,466,3729.57,3729.57,closed
104Meadow,5/1/14,5/31/14,495,4224.6,4224.6,closed
104Meadow,6/1/14,6/30/14,551,4775.42,4775.42,closed
104Meadow,7/1/14,7/31/14,813,5588.55,5588.55,closed
104Meadow,9/1/14,9/30/14,1793,8030.33,8030.33,closed
104Meadow,10/1/14,10/31/14,-597,7433.72,7433.72,closed
104Meadow,11/1/14,11/30/14,-33,7401.11,7401.11,closed
104Meadow,12/1/14,12/31/14,-4433,2968.24,2968.24,closed
104Meadow,1/1/15,1/31/15,403,3371.63,3371.63,closed
104Meadow,2/1/15,2/28/15,1546,4917.39,4917.39,closed
104Meadow,3/1/15,3/31/15,623,5540.78,5540.78,closed
104Meadow,4/1/15,4/30/15,613,6153.4,6153.4,closed
104Meadow,5/1/15,5/31/15,599,6752.64,6752.64,closed
104Meadow,6/1/15,6/30/15,-689,6064.03,6064.03,closed
104Meadow,7/1/15,7/31/15,648,6712.42,6712.42,closed
104Meadow,8/1/15,8/31/15,1953,8665.81,8665.81,closed
104Meadow,9/1/15,9/30/15,-872,7794.2,7794.2,closed
104Meadow,10/1/15,10/31/15,684,8477.95,8477.95,closed
104Meadow,11/1/15,11/30/15,-2769,5709.34,5709.34,closed
104Meadow,12/1/15,12/31/15,-2524,3185.18,3185.18,closed
104Meadow,1/1/16,1/31/16,2256,5440.94,5440.94,closed
104Meadow,2/1/16,2/29/16,95,5536.17,5536.17,closed
104Meadow,3/1/16,3/31/16,697,6233.63,6233.63,closed
104Meadow,4/1/16,4/30/16,-321,5912.7,5912.7,closed
104Meadow,6/1/16,6/30/16,3616,10332.64,10332.64,closed
104Meadow,7/1/16,7/31/16,-2728,7604.93,7604.93,closed
104Meadow,8/1/16,8/31/16,-297,7308.4,7308.4,closed
104Meadow,9/1/16,9/30/16,740,8048.63,8048.63,closed
104Meadow,10/1/16,10/31/16,-1174,6875.02,6875.02,closed
104Meadow,11/1/16,11/30/16,898,7773.41,7773.41,closed
104Meadow,12/1/16,12/31/16,-1387,6385.99,6385.99,closed
104Meadow,1/1/17,1/31/17,-597,5789.38,5789.38,closed
104Meadow,2/1/17,2/28/17,813,6602.32,6602.32,closed
104Meadow,3/1/17,3/31/17,2293,8895.71,8895.71,closed
104Meadow,4/1/17,4/30/17,-697,8199.1,8199.1,closed
104Meadow,5/1/17,5/31/17,2448,10647.49,10647.49,closed
104Meadow,6/1/17,6/30/17,712,11359.88,11359.88,closed
104Meadow,7/1/17,7/31/17,953,12313.27,12313.27,closed
104Meadow,9/1/17,9/30/17,68,11689.64,11689.64,closed
104Meadow,10/1/17,10/31/17,94,11784.03,11784.03,closed
104Meadow,11/1/17,11/30/17,-692,11092.42,11092.42,closed
104Meadow,12/1/17,12/31/17,-9376,1716.44,1716.44,closed
104Meadow,1/1/18,1/31/18,953,2669.83,2669.83,closed
104Meadow,2/1/18,2/28/18,2228,4898.22,4898.22,closed
104Meadow,4/1/18,4/30/18,794,5370.89,5370.89,closed
104Meadow,5/1/18,5/31/18,918,6289.28,6289.28,closed
104Meadow,6/1/18,6/30/18,483,6772.67,6772.67,closed
104Meadow,7/1/18,7/31/18,979,7751.29,7751.29,closed
104Meadow,8/1/18,8/31/18,819,8570.68,8570.68,closed
104Meadow,9/1/18,9/30/18,1023,9594.07,9594.07,closed
104Meadow,10/1/18,10/31/18,126,9720.42,9720.42,closed
104Meadow,11/1/18,11/30/18,-3977,5743.81,5743.81,closed
104Meadow,12/1/18,12/31/18,-3329,2414.76,2414.76,closed
104Meadow,1/1/19,1/31/19,1663,4077.97,4077.97,closed
104Meadow,2/1/19,2/28/19,721,4798.59,4798.59,closed
104Meadow,3/1/19,3/31/19,1003,5801.98,5801.98,closed
104Meadow,4/1/19,4/30/19,2173,7974.63,7974.63,closed
104Meadow,5/1/19,5/31/19,853,8828.02,8828.02,closed
104Meadow,6/1/19,6/30/19,923,9751.41,9751.41,closed
104Meadow,7/1/19,7/31/19,-572,9179.8,9179.8,closed
104Meadow,8/1/19,8/31/19,2418,11598.19,11598.19,closed
104Meadow,9/1/19,9/30/19,323,11921.58,11921.58,closed
104Meadow,10/1/19,10/31/19,1223,13144.97,13144.97,closed
104Meadow,11/1/19,11/30/19,923,14068.36,14068.36,closed
104Meadow,1/1/20,1/31/20,1420,7449.66,7449.66,closed
104Meadow,2/1/20,2/29/20,590,8039.46,8039.46,closed
104Meadow,3/1/20,3/31/20,690,8729.26,8729.26,closed
104Meadow,4/1/20,4/30/20,690,9419.06,9419.06,closed
104Meadow,5/1/20,5/31/20,-1130,8288.86,8288.86,closed
104Meadow,6/1/20,6/30/20,690,8978.66,8978.66,closed
104Meadow,7/1/20,7/31/20,795,9773.46,9773.46,closed
104Meadow,8/1/20,8/31/20,790,10563.26,10563.26,closed
104Meadow,9/1/20,9/30/20,3670,14232.88,14232.88,closed
104Meadow,10/1/20,10/31/20,-5710,8522.68,8522.68,closed
104Meadow,11/1/20,11/30/20,-558,7964.48,7964.48,closed
104Meadow,1/1/21,1/31/21,790,2598.8,2598.8,closed
104Meadow,2/1/21,2/28/21,790,3388.6,3388.6,closed
104Meadow,3/1/21,3/31/21,790,4178.4,4178.4,closed
104Meadow,4/1/21,4/30/21,790,4968.2,4968.2,closed
104Meadow,6/1/21,6/30/21,790,6552.8,6552.8,closed
104Meadow,7/1/21,7/31/21,790,7342.6,7342.6,closed
104Meadow,8/1/21,8/31/21,890,8232.4,8232.4,closed
104Meadow,9/1/21,9/30/21,890,9122.2,9122.2,closed
104Meadow,11/1/13,11/30/13,3631,4627.93,4627.93,closed
104Meadow,1/1/14,1/31/14,954,2784.13,2784.13,closed
104Meadow,5/1/23,5/31/23,970,3260.5,3260.5,closed
108Meadow,9/1/16,9/30/16,-352,6267.75,6267.75,closed
108Meadow,2/1/19,2/28/19,943,6020.5,6020.5,closed
104Meadow,1/1/22,1/31/22,619,3668.29,3668.29,closed
104Meadow,2/1/22,2/28/22,325,3993.09,3993.09,closed
104Meadow,3/1/22,3/31/22,915,4907.89,4907.89,closed
104Meadow,5/1/22,5/31/22,1531,5633.49,5633.49,closed
104Meadow,6/1/22,6/30/22,-1307,4326.29,4326.29,closed
104Meadow,7/1/22,7/31/22,-805,3521.09,3521.09,closed
104Meadow,8/1/22,8/31/22,6525,10045.92,10045.92,closed
104Meadow,9/1/22,9/30/22,-835,9211.26,9211.26,closed
104Meadow,10/1/22,10/31/22,-805,8406.06,8406.06,closed
104Meadow,11/1/22,11/30/22,1912,10318.35,10318.35,closed
104Meadow,12/1/22,12/31/22,-9597,721.3,721.3,closed
104Meadow,1/1/23,1/31/23,160,881.1,881.1,closed
104Meadow,2/1/23,2/28/23,-805,75.9,75.9,closed
104Meadow,3/1/23,3/31/23,1245,1320.9,1320.9,closed
104Meadow,4/1/23,4/30/23,970,2290.7,2290.7,closed
104Meadow,6/1/23,6/30/23,970,4230.3,4230.3,closed
104Meadow,7/1/23,7/31/23,970,5200.1,5200.1,closed
104Meadow,8/1/23,8/31/23,1112,6312.58,6312.58,closed
104Meadow,9/1/23,9/30/23,970,7282.38,7282.38,closed
104Meadow,10/1/23,10/31/23,1145,8427.18,8427.18,closed
104Meadow,11/1/23,11/30/23,-805,7621.98,7621.98,closed
108Meadow,6/1/14,6/30/14,7408,7407.84,7407.84,closed
108Meadow,7/1/14,7/31/14,-473,6934.54,6934.54,closed
108Meadow,9/1/14,9/30/14,-70,7966.55,7966.55,closed
108Meadow,10/1/14,10/31/14,703,8669.94,8669.94,closed
108Meadow,11/1/14,11/30/14,703,9373.33,9373.33,closed
108Meadow,12/1/14,12/31/14,-4963,4410.24,4410.24,closed
108Meadow,1/1/15,1/31/15,108,4518.63,4518.63,closed
108Meadow,2/1/15,2/28/15,583,5102.02,5102.02,closed
108Meadow,3/1/15,3/31/15,731,5833.06,5833.06,closed
108Meadow,4/1/15,4/30/15,678,6511.26,6511.26,closed
108Meadow,5/1/15,5/31/15,478,6989.65,6989.65,closed
108Meadow,6/1/15,6/30/15,-189,6801.04,6801.04,closed
108Meadow,7/1/15,7/31/15,728,7529.43,7529.43,closed
108Meadow,8/1/15,8/31/15,778,8307.82,8307.82,closed
108Meadow,9/1/15,9/30/15,-1568,6740.1,6740.1,closed
108Meadow,10/1/15,10/31/15,579,7318.99,7318.99,closed
108Meadow,11/1/15,11/30/15,-622,6697.38,6697.38,closed
108Meadow,12/1/15,12/31/15,-2566,4131.71,4131.71,closed
108Meadow,1/1/16,1/31/16,778,4910.1,4910.1,closed
108Meadow,2/1/16,2/29/16,642,5552.49,5552.49,closed
108Meadow,3/1/16,3/31/16,578,6130.88,6130.88,closed
108Meadow,4/1/16,4/30/16,10,6141.27,6141.27,closed
108Meadow,6/1/16,6/30/16,-577,7001.05,7001.05,closed
108Meadow,7/1/16,7/31/16,-1312,5688.72,5688.72,closed
108Meadow,8/1/16,8/31/16,931,6619.36,6619.36,closed
108Meadow,10/1/16,10/31/16,963,7231.14,7231.14,closed
108Meadow,11/1/16,11/30/16,948,8179.53,8179.53,closed
108Meadow,12/1/16,12/31/16,-3350,4829.74,4829.74,closed
108Meadow,1/1/17,1/31/17,848,5678.13,5678.13,closed
108Meadow,2/1/17,2/28/17,863,6541.07,6541.07,closed
108Meadow,3/1/17,3/31/17,948,7489.46,7489.46,closed
108Meadow,4/1/17,4/30/17,948,8437.85,8437.85,closed
108Meadow,5/1/17,5/31/17,848,9286.24,9286.24,closed
108Meadow,6/1/17,6/30/17,-4,9282.63,9282.63,closed
108Meadow,7/1/17,7/31/17,1098,10381.02,10381.02,closed
108Meadow,8/1/17,8/31/17,971,11352.15,11352.15,closed
108Meadow,9/1/17,9/30/17,998,12350.54,12350.54,closed
108Meadow,10/1/17,10/31/17,998,13348.93,13348.93,closed
108Meadow,11/1/17,11/30/17,-497,12852.32,12852.32,closed
108Meadow,12/1/17,12/31/17,-11541,1310.9,1310.9,closed
108Meadow,1/1/18,1/31/18,998,2309.29,2309.29,closed
108Meadow,2/1/18,2/28/18,998,3307.68,3307.68,closed
108Meadow,4/1/18,4/30/18,998,5304.46,5304.46,closed
108Meadow,5/1/18,5/31/18,2392,7696.17,7696.17,closed
108Meadow,6/1/18,6/30/18,-751,6945.56,6945.56,closed
108Meadow,7/1/18,7/31/18,237,7182.95,7182.95,closed
108Meadow,8/1/18,8/31/18,2603,9786.34,9786.34,closed
108Meadow,9/1/18,9/30/18,-597,9189.73,9189.73,closed
108Meadow,10/1/18,10/31/18,1041,10231.08,10231.08,closed
108Meadow,11/1/18,11/30/18,-4247,5984.47,5984.47,closed
108Meadow,12/1/18,12/31/18,-3471,2513.72,2513.72,closed
108Meadow,1/1/19,1/31/19,2563,5077.11,5077.11,closed
108Meadow,3/1/19,3/31/19,-622,5398.89,5398.89,closed
108Meadow,4/1/19,4/30/19,978,6377.28,6377.28,closed
108Meadow,5/1/19,5/31/19,978,7355.67,7355.67,closed
108Meadow,6/1/19,6/30/19,1023,8379.06,8379.06,closed
108Meadow,7/1/19,7/31/19,-21,8358.45,8358.45,closed
108Meadow,8/1/19,8/31/19,1023,9381.84,9381.84,closed
108Meadow,9/1/19,9/30/19,-271,9110.37,9110.37,closed
108Meadow,10/1/19,10/31/19,1023,10133.76,10133.76,closed
108Meadow,11/1/19,11/30/19,2191,12324.82,12324.82,closed
108Meadow,12/1/19,12/31/19,-7943,4381.87,4381.87,closed
108Meadow,2/1/20,2/29/20,771,5824.01,5824.01,closed
108Meadow,3/1/20,3/31/20,771,6595.08,6595.08,closed
108Meadow,4/1/20,4/30/20,2366,8961.15,8961.15,closed
104Meadow,11/1/21,11/30/21,890,10901.8,10901.8,closed
104Meadow,12/1/21,12/31/21,-7852,3049.49,3049.49,closed
108Meadow,1/1/21,1/31/21,95,5350.25,5350.25,closed
108Pagoda,4/1/15,4/30/15,1954,17145.75,17145.75,closed
108Pagoda,2/1/17,2/28/17,620,9506.25,9506.25,closed
108Meadow,7/1/20,7/31/20,1808,11313.04,11313.04,closed
108Meadow,8/1/20,8/31/20,-1277,10036.04,10036.04,closed
108Meadow,9/1/20,9/30/20,1408,11443.85,11443.85,closed
108Meadow,11/1/20,11/30/20,-3765,10593.85,10593.85,closed
108Meadow,12/1/20,12/31/20,-5339,5254.81,5254.81,closed
108Meadow,2/1/21,2/28/21,2122,7472.58,7472.58,closed
108Meadow,3/1/21,3/31/21,-3397,4075.2,4075.2,closed
108Meadow,4/1/21,4/30/21,4998,9073.46,9073.46,closed
108Meadow,5/1/21,5/31/21,-3164,5909.83,5909.83,closed
108Meadow,6/1/21,6/30/21,4462,10371.86,10371.86,closed
108Meadow,7/1/21,7/31/21,-948,9423.64,9423.64,closed
108Meadow,8/1/21,8/31/21,621,10044.71,10044.71,closed
108Meadow,9/1/21,9/30/21,871,10915.78,10915.78,closed
108Meadow,10/1/21,10/31/21,212,11128.07,11128.07,closed
108Meadow,11/1/21,11/30/21,18,11145.85,11145.85,closed
108Meadow,12/1/21,12/31/21,-7592,3553.71,3553.71,closed
108Meadow,1/1/22,1/31/22,871,4424.78,4424.78,closed
108Meadow,2/1/22,2/28/22,871,5295.85,5295.85,closed
108Meadow,3/1/22,3/31/22,871,6166.92,6166.92,closed
108Meadow,4/1/22,4/30/22,-824,5342.99,5342.99,closed
108Meadow,5/1/22,5/31/22,-1807,3535.94,3535.94,closed
108Meadow,6/1/22,6/30/22,-590,2946.2,2946.2,closed
108Meadow,7/1/22,7/31/22,-1573,1373.34,1373.34,closed
108Meadow,9/1/22,9/30/22,-2083,3378.82,3378.82,closed
108Meadow,10/1/22,10/31/22,-831,2547.86,2547.86,closed
108Meadow,11/1/22,11/30/22,5403,7950.74,7950.74,closed
108Meadow,12/1/22,12/31/22,-6267,1683.71,1683.71,closed
108Meadow,1/1/23,1/31/23,-889,795.14,795.14,closed
108Meadow,2/1/23,2/28/23,2296,3090.68,3090.68,closed
108Meadow,3/1/23,3/31/23,907,3997.27,3997.27,closed
108Meadow,4/1/23,4/30/23,971,4968.34,4968.34,closed
108Meadow,5/1/23,5/31/23,1076,6044.41,6044.41,closed
108Meadow,6/1/23,6/30/23,-2376,3668.55,3668.55,closed
108Meadow,7/1/23,7/31/23,-3439,229.62,229.62,closed
108Meadow,8/1/23,8/31/23,1549,1779.03,1779.03,closed
108Meadow,9/1/23,9/30/23,1026,2805.1,2805.1,closed
108Meadow,10/1/23,10/31/23,1026,3831.17,3831.17,closed
108Meadow,11/1/23,11/30/23,1026,4857.24,4857.24,closed
108Pagoda,9/1/13,9/30/13,15991,27613.8,27613.8,closed
108Pagoda,10/1/13,10/31/13,-12201,15412.38,15412.38,closed
108Pagoda,11/1/13,11/30/13,841,16253.46,16253.46,closed
108Pagoda,12/1/13,12/31/13,-1637,14616.8,14616.8,closed
108Pagoda,1/1/14,1/31/14,-33,14584.04,14584.04,closed
108Pagoda,3/1/14,3/31/14,-2010,13378.17,13378.17,closed
108Pagoda,4/1/14,4/30/14,1238,14615.9,14615.9,closed
108Pagoda,5/1/14,5/31/14,545,15161.32,15161.32,closed
108Pagoda,6/1/14,6/30/14,427,15587.92,15587.92,closed
108Pagoda,7/1/14,7/31/14,775,16362.89,16362.89,closed
108Pagoda,8/1/14,8/31/14,775,17137.86,17137.86,closed
108Pagoda,9/1/14,9/30/14,567,17704.54,17704.54,closed
108Pagoda,10/1/14,10/31/14,488,18192.2,18192.2,closed
108Pagoda,11/1/14,11/30/14,-203,17989.16,17989.16,closed
108Pagoda,12/1/14,12/31/14,-4550,13438.96,13438.96,closed
108Pagoda,1/1/15,1/31/15,528,13967.18,13967.18,closed
108Pagoda,2/1/15,2/28/15,535,14502.4,14502.4,closed
108Pagoda,3/1/15,3/31/15,689,15191.6,15191.6,closed
108Pagoda,5/1/15,5/31/15,-482,16663.97,16663.97,closed
108Pagoda,6/1/15,6/30/15,571,17235.19,17235.19,closed
108Pagoda,7/1/15,7/31/15,413,17648.41,17648.41,closed
108Pagoda,8/1/15,8/31/15,793,18441.63,18441.63,closed
108Pagoda,9/1/15,9/30/15,-267,18174.67,18174.67,closed
108Pagoda,10/1/15,10/31/15,-429,17745.89,17745.89,closed
108Pagoda,11/1/15,11/30/15,-679,17067.23,17067.23,closed
108Pagoda,1/1/16,1/31/16,441,14601.05,14601.05,closed
108Pagoda,2/1/16,2/29/16,550,15150.88,15150.88,closed
108Pagoda,3/1/16,3/31/16,671,15822.22,15822.22,closed
108Pagoda,4/1/16,4/30/16,-1229,14593.56,14593.56,closed
108Pagoda,5/1/16,5/31/16,671,15264.9,15264.9,closed
108Pagoda,6/1/16,6/30/16,766,16031.24,16031.24,closed
108Pagoda,7/1/16,7/31/16,-734,15297.58,15297.58,closed
108Pagoda,8/1/16,8/31/16,766,16063.92,16063.92,closed
108Pagoda,9/1/16,9/30/16,-1010,15054.17,15054.17,closed
108Pagoda,10/1/16,10/31/16,-74,14980.51,14980.51,closed
108Pagoda,11/1/16,11/30/16,845,15825.48,15825.48,closed
108Pagoda,12/1/16,12/31/16,-7567,8258.76,8258.76,closed
108Pagoda,1/1/17,1/31/17,628,8886.73,8886.73,closed
108Pagoda,3/1/17,3/31/17,428,9934.22,9934.22,closed
108Pagoda,4/1/17,4/30/17,538,10472.19,10472.19,closed
108Pagoda,5/1/17,5/31/17,695,11166.94,11166.94,closed
108Pagoda,6/1/17,6/30/17,614,11780.91,11780.91,closed
108Pagoda,7/1/17,7/31/17,858,12638.88,12638.88,closed
108Pagoda,8/1/17,8/31/17,800,13438.76,13438.76,closed
108Pagoda,9/1/17,9/30/17,603,14041.73,14041.73,closed
108Pagoda,11/1/17,11/30/17,582,14668.89,14668.89,closed
108Pagoda,12/1/17,12/31/17,-7652,7017.19,7017.19,closed
108Pagoda,1/1/18,1/31/18,-342,6675.16,6675.16,closed
108Meadow,5/1/20,5/31/20,-831,8130.23,8130.23,closed
108Meadow,6/1/20,6/30/20,1375,9505.23,9505.23,closed
108Pagoda,2/1/20,2/29/20,703,4693,4693,closed
108Pagoda,5/1/22,5/31/22,2522,7553.25,7553.25,closed
108Pagoda,6/1/22,6/30/22,702,8255.25,8255.25,closed
108Pagoda,5/1/23,5/31/23,1048,6091,6091,closed
108Pagoda,7/1/23,7/31/23,-802,6281.5,6281.5,closed
1117Brewer,5/1/15,5/31/15,3825,4775,4775,closed
108Pagoda,4/1/18,4/30/18,858,7703.32,7703.32,closed
108Pagoda,5/1/18,5/31/18,2300,10003.29,10003.29,closed
108Pagoda,6/1/18,6/30/18,-1559,8444.66,8444.66,closed
108Pagoda,7/1/18,7/31/18,743,9187.63,9187.63,closed
108Pagoda,8/1/18,8/31/18,2074,11261.62,11261.62,closed
108Pagoda,9/1/18,9/30/18,853,12114.59,12114.59,closed
108Pagoda,10/1/18,10/31/18,15,12129.56,12129.56,closed
108Pagoda,11/1/18,11/30/18,-2105,10024.13,10024.13,closed
108Pagoda,12/1/18,12/31/18,-6430,3593.87,3593.87,closed
108Pagoda,2/1/19,2/28/19,680,5051.81,5051.81,closed
108Pagoda,3/1/19,3/31/19,485,5536.92,5536.92,closed
108Pagoda,4/1/19,4/30/19,778,6314.89,6314.89,closed
108Pagoda,5/1/19,5/31/19,418,6732.89,6732.89,closed
108Pagoda,6/1/19,6/30/19,-567,6165.86,6165.86,closed
108Pagoda,7/1/19,7/31/19,791,6956.83,6956.83,closed
108Pagoda,8/1/19,8/31/19,815,7771.8,7771.8,closed
108Pagoda,9/1/19,9/30/19,-2382,5390.14,5390.14,closed
108Pagoda,10/1/19,10/31/19,803,6193.11,6193.11,closed
108Pagoda,11/1/19,11/30/19,-625,5568.08,5568.08,closed
108Pagoda,12/1/19,12/31/19,-2183,3385.06,3385.06,closed
108Pagoda,1/1/20,1/31/20,605,3990.03,3990.03,closed
108Pagoda,3/1/20,3/31/20,1360,6052.73,6052.73,closed
108Pagoda,4/1/20,4/30/20,1743,7795.76,7795.76,closed
108Pagoda,5/1/20,5/31/20,-900,6895.92,6895.92,closed
108Pagoda,6/1/20,6/30/20,2520,9415.92,9415.92,closed
108Pagoda,7/1/20,7/31/20,-175,9240.92,9240.92,closed
108Pagoda,8/1/20,8/31/20,1170,10410.92,10410.92,closed
108Pagoda,9/1/20,9/30/20,1270,11680.92,11680.92,closed
108Pagoda,10/1/20,10/31/20,1320,13000.92,13000.92,closed
108Pagoda,12/1/20,12/31/20,-6144,6220.31,6220.31,closed
108Pagoda,1/1/21,1/31/21,-1877,4343.37,4343.37,closed
108Pagoda,2/1/21,2/28/21,3942,8285.36,8285.36,closed
108Pagoda,3/1/21,3/31/21,-4872,3413.73,3413.73,closed
108Pagoda,4/1/21,4/30/21,6354,9767.51,9767.51,closed
108Pagoda,5/1/21,5/31/21,217,9984.67,9984.67,closed
108Pagoda,6/1/21,6/30/21,1369,11353.57,11353.57,closed
108Pagoda,7/1/21,7/31/21,-231,11122.6,11122.6,closed
108Pagoda,8/1/21,8/31/21,15,11137.13,11137.13,closed
108Pagoda,9/1/21,9/30/21,797,11933.78,11933.78,closed
108Pagoda,10/1/21,10/31/21,-791,11142.81,11142.81,closed
108Pagoda,11/1/21,11/30/21,998,12140.84,12140.84,closed
108Pagoda,12/1/21,12/31/21,-8249,3892.21,3892.21,closed
108Pagoda,1/1/22,1/31/22,725,4617.24,4617.24,closed
108Pagoda,2/1/22,2/28/22,948,5565.27,5565.27,closed
108Pagoda,3/1/22,3/31/22,943,6508.3,6508.3,closed
108Pagoda,4/1/22,4/30/22,-1477,5031.16,5031.16,closed
108Pagoda,7/1/22,7/31/22,-1893,6362.3,6362.3,closed
108Pagoda,8/1/22,8/31/22,2549,8911.27,8911.27,closed
108Pagoda,9/1/22,9/30/22,-953,7958.59,7958.59,closed
108Pagoda,11/1/22,11/30/22,3955,10851.82,10851.82,closed
108Pagoda,12/1/22,12/31/22,-9361,1490.6,1490.6,closed
108Pagoda,1/1/23,1/31/23,-1020,470.63,470.63,closed
108Pagoda,2/1/23,2/28/23,2476,2946.91,2946.91,closed
108Pagoda,3/1/23,3/31/23,1048,3994.94,3994.94,closed
108Pagoda,4/1/23,4/30/23,1048,5042.97,5042.97,closed
108Pagoda,6/1/23,6/30/23,992,7083.47,7083.47,closed
108Pagoda,8/1/23,8/31/23,2765,9046.8,9046.8,closed
108Pagoda,9/1/23,9/30/23,923,9969.83,9969.83,closed
108Pagoda,10/1/23,10/31/23,1123,11092.86,11092.86,closed
108Pagoda,11/1/23,11/30/23,-802,10290.89,10290.89,closed
1117Brewer,6/1/15,6/30/15,524,5298.78,5298.78,closed
1117Brewer,7/1/15,7/31/15,620,5918.84,5918.84,closed
1117Brewer,8/1/15,8/31/15,1402,7320.84,7320.84,closed
1117Brewer,9/1/15,9/30/15,-2925,4396.33,4396.33,closed
1117Brewer,10/1/15,10/31/15,894,5290.3,5290.3,closed
1117Brewer,11/1/15,11/30/15,-106,5184.27,5184.27,closed
1117Brewer,12/1/15,12/31/15,-1937,3247.15,3247.15,closed
1117Brewer,1/1/16,1/31/16,894,4141.12,4141.12,closed
1117Brewer,2/1/16,2/29/16,744,4885.21,4885.21,closed
1117Brewer,4/1/16,4/30/16,-806,4903.15,4903.15,closed
1117Brewer,5/1/16,5/31/16,1592,6495.12,6495.12,closed
1117Brewer,6/1/16,6/30/16,258,6753.09,6753.09,closed
1117Brewer,7/1/16,7/31/16,-1661,5092.23,5092.23,closed
1117Brewer,8/1/16,8/31/16,534,5626.2,5626.2,closed
1117Brewer,9/1/16,9/30/16,1509,7135.17,7135.17,closed
1117Brewer,10/1/16,10/31/16,1064,8199.14,8199.14,closed
1117Brewer,11/1/16,11/30/16,-150,8049.14,8049.14,closed
1117Brewer,12/1/16,12/31/16,-4061,3988.45,3988.45,closed
1117Brewer,1/1/17,1/31/17,3545,7533.45,7533.45,closed
1117Brewer,2/1/17,2/28/17,-686,6847.94,6847.94,closed
1117Brewer,3/1/17,3/31/17,969,7816.91,7816.91,closed
1117Brewer,4/1/17,4/30/17,1289,9105.88,9105.88,closed
1117Brewer,5/1/17,5/31/17,401,9506.85,9506.85,closed
1117Brewer,6/1/17,6/30/17,831,10338.17,10338.17,closed
108Pagoda,2/1/18,2/28/18,757,7432.38,7432.38,closed
108Pagoda,3/1/18,3/31/18,-587,6845.35,6845.35,closed
1117Brewer,9/1/19,9/30/19,1254,12707,12707,closed
1117Brewer,10/1/22,10/31/22,-786,10088,10088,closed
1117Brewer,7/1/23,7/31/23,-786,6027,6027,closed
114Sidney,6/1/19,6/30/19,219,3516.25,3516.25,closed
1117Brewer,9/1/17,9/30/17,1089,13415.32,13415.32,closed
1117Brewer,10/1/17,10/31/17,-2811,10604.29,10604.29,closed
1117Brewer,11/1/17,11/30/17,-535,10069.26,10069.26,closed
1117Brewer,12/1/17,12/31/17,-7911,2158.41,2158.41,closed
1117Brewer,1/1/18,1/31/18,1089,3247.38,3247.38,closed
1117Brewer,3/1/18,3/31/18,1179,5515.32,5515.32,closed
1117Brewer,4/1/18,4/30/18,1465,6980.29,6980.29,closed
1117Brewer,5/1/18,5/31/18,83,7063.26,7063.26,closed
1117Brewer,6/1/18,6/30/18,1094,8157.23,8157.23,closed
1117Brewer,7/1/18,7/31/18,44,8201.2,8201.2,closed
1117Brewer,8/1/18,8/31/18,1163,9364.49,9364.49,closed
1117Brewer,9/1/18,9/30/18,1354,10718.46,10718.46,closed
1117Brewer,10/1/18,10/31/18,978,11696.43,11696.43,closed
1117Brewer,11/1/18,11/30/18,-3928,7768.4,7768.4,closed
1117Brewer,12/1/18,12/31/18,-2675,5093.44,5093.44,closed
1117Brewer,1/1/19,1/31/19,536,5629.41,5629.41,closed
1117Brewer,2/1/19,2/28/19,1417,7046.11,7046.11,closed
1117Brewer,3/1/19,3/31/19,-911,6135.08,6135.08,closed
1117Brewer,4/1/19,4/30/19,1319,7454.05,7454.05,closed
1117Brewer,5/1/19,5/31/19,2018,9472.02,9472.02,closed
1117Brewer,6/1/19,6/30/19,-456,9015.99,9015.99,closed
1117Brewer,7/1/19,7/31/19,1169,10184.96,10184.96,closed
1117Brewer,8/1/19,8/31/19,1268,11452.93,11452.93,closed
1117Brewer,10/1/19,10/31/19,739,13445.97,13445.97,closed
1117Brewer,11/1/19,11/30/19,1502,14948.04,14948.04,closed
1117Brewer,1/1/20,1/31/20,959,5720.2,5720.2,closed
1117Brewer,2/1/20,2/29/20,1169,6888.72,6888.72,closed
1117Brewer,3/1/20,3/31/20,-2,6886.24,6886.24,closed
1117Brewer,4/1/20,4/30/20,1314,8199.76,8199.76,closed
1117Brewer,5/1/20,5/31/20,-1709,6491.12,6491.12,closed
1117Brewer,6/1/20,6/30/20,2725,9216.12,9216.12,closed
1117Brewer,7/1/20,7/31/20,-2400,6816.12,6816.12,closed
1117Brewer,8/1/20,8/31/20,3719,10534.95,10534.95,closed
1117Brewer,9/1/20,9/30/20,634,11168.97,11168.97,closed
1117Brewer,10/1/20,10/31/20,1620,12788.97,12788.97,closed
1117Brewer,11/1/20,11/30/20,1453,14242.03,14242.03,closed
1117Brewer,12/1/20,12/31/20,-10393,3848.85,3848.85,closed
1117Brewer,1/1/21,1/31/21,969,4817.37,4817.37,closed
1117Brewer,2/1/21,2/28/21,909,5725.89,5725.89,closed
1117Brewer,3/1/21,3/31/21,909,6634.41,6634.41,closed
