bank_account_key,start_date,end_date,cash_change,ending_balance,calc_balance,period_status
MeadowSecurity,5/1/19,5/31/19,0,13025,13025,closed
MeadowSecurity,6/1/19,6/30/19,0,13025,13025,closed
MeadowSecurity,7/1/19,7/31/19,0,13025,13025,closed
MeadowSecurity,8/1/19,8/31/19,0,13025,13025,closed
MeadowSecurity,9/1/19,9/30/19,0,13025,13025,closed
MeadowSecurity,10/1/19,10/31/19,0,13025,13025,closed
MeadowSecurity,11/1/19,11/30/19,0,13025,13025,closed
MeadowSecurity,12/1/19,12/31/19,0,13025,13025,closed
MeadowSecurity,1/1/20,1/31/20,0,13025,13025,closed
MeadowSecurity,2/1/20,2/29/20,0,13025,13025,closed
MeadowSecurity,3/1/20,3/31/20,-10000,3025,3025,closed
MeadowSecurity,4/1/20,4/30/20,-70,2955,2955,closed
MeadowSecurity,5/1/20,5/31/20,0,2955,2955,closed
MeadowSecurity,6/1/20,6/30/20,1595,4550,4550,closed
MeadowSecurity,7/1/20,7/31/20,2300,6850,6850,closed
MeadowSecurity,8/1/20,8/31/20,-2300,4550,4550,closed
MeadowSecurity,9/1/20,9/30/20,0,4550,4550,closed
MeadowSecurity,10/1/20,10/31/20,0,4550,4550,closed
MeadowSecurity,11/1/20,11/30/20,0,4550,4550,closed
MeadowSecurity,12/1/20,12/31/20,0,4550,4550,closed
MeadowSecurity,1/1/21,1/31/21,0,4550,4550,closed
MeadowSecurity,2/1/21,2/28/21,0,4550,4550,closed
MeadowSecurity,3/1/21,3/31/21,0,4550,4550,closed
MeadowSecurity,4/1/21,4/30/21,-1510,3040,3040,closed
MeadowSecurity,5/1/21,5/31/21,0,3040,3040,closed
MeadowSecurity,6/1/21,6/30/21,0,3040,3040,closed
MeadowSecurity,7/1/21,7/31/21,2725,5765,5765,closed
MeadowSecurity,8/1/21,8/31/21,0,5765,5765,closed
MeadowSecurity,9/1/21,9/30/21,1800,7565,7565,closed
MeadowSecurity,10/1/21,10/31/21,0,7565,7565,closed
MeadowSecurity,11/1/21,11/30/21,0,7565,7565,closed
MeadowSecurity,12/1/21,12/31/21,0,7565,7565,closed
MeadowSecurity,1/1/22,1/31/22,0,7565,7565,closed
MeadowSecurity,2/1/22,2/28/22,0,7565,7565,closed
MeadowSecurity,3/1/22,3/31/22,0,7565,7565,closed
MeadowSecurity,4/1/22,4/30/22,0,7565,7565,closed
MeadowSecurity,5/1/22,5/31/22,0,7565,7565,closed
MeadowSecurity,6/1/22,6/30/22,0,7565,7565,closed
MeadowSecurity,7/1/22,7/31/22,0,7565,7565,closed
MeadowSecurity,8/1/22,8/31/22,-1800,5765,5765,closed
MeadowSecurity,9/1/22,9/30/22,0,5765,5765,closed
MeadowSecurity,10/1/22,10/31/22,-4200,1565,1565,closed
MeadowSecurity,11/1/22,11/30/22,0,1565,1565,closed
MeadowSecurity,12/1/22,12/31/22,-1395,170,170,closed
MeadowSecurity,1/1/23,1/31/23,-10,160,160,closed
MeadowSecurity,2/1/23,2/28/23,-10,150,150,closed
MeadowSecurity,3/1/23,3/31/23,-10,140,140,closed
MeadowSecurity,4/1/23,4/30/23,-10,130,130,closed
MeadowSecurity,5/1/23,5/31/23,-10,120,120,closed
Common,2/1/20,2/29/20,-240,3412.66,3412.66,closed
Common,3/1/20,3/31/20,1862,5275.03,5275.03,closed
Common,4/1/20,4/30/20,-1143,4132.53,4132.53,closed
Common,5/1/20,5/31/20,-995,3137.53,3137.53,closed
Common,6/1/20,6/30/20,1530,4667.53,4667.53,closed
Common,7/1/20,7/31/20,2237,6904.7,6904.7,closed
Common,8/1/20,8/31/20,-4952,1952.67,1952.67,closed
Common,9/1/20,9/30/20,504,2456.23,2456.23,closed
Common,10/1/20,10/31/20,1224,3680.27,3680.27,closed
Common,12/1/20,12/31/20,-518,5837.83,5837.83,closed
Common,1/1/21,1/31/21,-489,5348.89,5348.89,closed
Common,2/1/21,2/28/21,3552,8900.84,8900.84,closed
Common,3/1/21,3/31/21,-5336,3564.98,3564.98,closed
Common,4/1/21,4/30/21,4521,8085.56,8085.56,closed
Common,5/1/21,5/31/21,5928,14013.16,14013.16,closed
Common,6/1/21,6/30/21,-8961,5051.96,5051.96,closed
Common,7/1/21,7/31/21,-1947,3104.86,3104.86,closed
Common,8/1/21,8/31/21,4168,7272.63,7272.63,closed
Common,10/1/21,10/31/21,5611,8769.42,8769.42,closed
Common,11/1/21,11/30/21,-8449,320.13,320.13,closed
Common,2/1/22,2/28/22,245,1195.68,1195.68,closed
Common,3/1/22,3/31/22,-2828,-1632.32,-1632.32,closed
Common,4/1/22,4/30/22,1839,206.77,206.77,closed
Common,5/1/22,5/31/22,-159,47.68,47.68,closed
Common,6/1/22,6/30/22,0,47.68,47.68,closed
Common,7/1/22,7/31/22,0,47.68,47.68,closed
Common,8/1/22,8/31/22,0,47.68,47.68,closed
Common,9/1/22,9/30/22,0,47.68,47.68,closed
Common,10/1/22,10/31/22,-167,-119.36,-119.36,closed
Common,11/1/22,11/30/22,2418,2298.87,2298.87,closed
Common,12/1/22,12/31/22,-544,1754.82,1754.82,closed
Common,1/1/23,1/31/23,-377,1377.36,1377.36,closed
Common,2/1/23,2/28/23,0,1377.36,1377.36,closed
Common,3/1/23,3/31/23,-670,706.89,706.89,closed
Common,4/1/23,4/30/23,-60,646.89,646.89,closed
Common,5/1/23,5/31/23,-134,513.19,513.19,closed
Common,7/1/23,7/31/23,-1179,-665.85,-665.85,closed
Common,8/1/23,8/31/23,1156,490.39,490.39,closed
Common,9/1/23,9/30/23,-53,436.93,436.93,closed
Common,10/1/23,10/31/23,-183,254.28,254.28,closed
Common,11/1/23,11/30/23,-53,200.99,200.99,closed
Common,11/1/19,11/30/19,-769,2998.57,2998.57,closed
Common,12/1/19,12/31/19,-1306,1693.04,1693.04,closed
MeadowSecurity,6/1/23,6/30/23,-10,110,110,closed
MeadowSecurity,7/1/23,7/31/23,-10,100,100,closed
MeadowSecurity,8/1/23,8/31/23,1490,1590,1590,closed
MeadowSecurity,9/1/23,9/30/23,-10,1580,1580,closed
MeadowSecurity,10/1/23,10/31/23,0,1580,1580,closed
MeadowSecurity,11/1/23,11/30/23,0,1580,1580,closed
MeadowSecurity,12/1/23,12/31/23,22000,23580,23580,closed
Midway,1/1/22,1/31/22,3813,31897.25,31897.25,closed
Midway,2/1/22,2/28/22,41862,73759.5,73759.5,closed
Midway,2/1/23,2/28/23,11262,66107,66107,closed
PagodaSecurity,2/1/19,2/28/19,8000,21958.75,21958.75,closed
PagodaSecurity,3/1/19,3/31/19,1,21959.25,21959.25,closed
PagodaSecurity,1/1/21,1/31/21,0,17017,17017,closed
PagodaSecurity,10/1/21,10/31/21,0,12428,12428,closed
Midway,10/1/21,10/31/21,-3427,48811.79,48811.79,closed
Midway,11/1/21,11/30/21,1105,49917.01,49917.01,closed
Midway,12/1/21,12/31/21,-21833,28083.81,28083.81,closed
Midway,3/1/22,3/31/22,8557,82316.35,82316.35,closed
Midway,4/1/22,4/30/22,-25909,56406.98,56406.98,closed
Midway,5/1/22,5/31/22,39417,95824.24,95824.24,closed
Midway,6/1/22,6/30/22,8913,104737.67,104737.67,closed
Midway,7/1/22,7/31/22,9637,114374.81,114374.81,closed
Midway,8/1/22,8/31/22,66526,180900.78,180900.78,closed
Midway,9/1/22,9/30/22,-15679,165222.27,165222.27,closed
Midway,10/1/22,10/31/22,4939,170161.22,170161.22,closed
Midway,11/1/22,11/30/22,18333,188493.73,188493.73,closed
Midway,12/1/22,12/31/22,-141222,47271.84,47271.84,closed
Midway,3/1/23,3/31/23,8942,75048.54,75048.54,closed
Midway,4/1/23,4/30/23,6204,81252.26,81252.26,closed
Midway,5/1/23,5/31/23,10312,91564.16,91564.16,closed
Midway,6/1/23,6/30/23,7293,98856.71,98856.71,closed
Midway,7/1/23,7/31/23,8611,107467.41,107467.41,closed
Midway,8/1/23,8/31/23,1168,108635.58,108635.58,closed
Midway,9/1/23,9/30/23,-35284,73352.01,73352.01,closed
Midway,10/1/23,10/31/23,7587,80939.48,80939.48,closed
Midway,11/1/23,11/30/23,5943,86882.32,86882.32,closed
PagodaSecurity,1/1/18,1/31/18,0,10240.66,10240.66,closed
PagodaSecurity,2/1/18,2/28/18,0,10240.87,10240.87,closed
PagodaSecurity,3/1/18,3/31/18,0,10241.11,10241.11,closed
PagodaSecurity,4/1/18,4/30/18,0,10241.33,10241.33,closed
PagodaSecurity,5/1/18,5/31/18,0,10241.56,10241.56,closed
PagodaSecurity,7/1/18,7/31/18,0,10432.03,10432.03,closed
PagodaSecurity,8/1/18,8/31/18,0,10432.26,10432.26,closed
PagodaSecurity,9/1/18,9/30/18,0,10432.49,10432.49,closed
PagodaSecurity,10/1/18,10/31/18,0,10432.73,10432.73,closed
PagodaSecurity,12/1/18,12/31/18,3065,13958.18,13958.18,closed
PagodaSecurity,1/1/19,1/31/19,0,13958.48,13958.48,closed
PagodaSecurity,4/1/19,4/30/19,0,21959.73,21959.73,closed
PagodaSecurity,5/1/19,5/31/19,1546,23505.23,23505.23,closed
PagodaSecurity,6/1/19,6/30/19,4186,27690.85,27690.85,closed
PagodaSecurity,7/1/19,7/31/19,1,27691.53,27691.53,closed
PagodaSecurity,8/1/19,8/31/19,1,27692.22,27692.22,closed
PagodaSecurity,9/1/19,9/30/19,1,27692.89,27692.89,closed
PagodaSecurity,10/1/19,10/31/19,1,27693.6,27693.6,closed
PagodaSecurity,11/1/19,11/30/19,1,27694.28,27694.28,closed
PagodaSecurity,12/1/19,12/31/19,8001,35695.04,35695.04,closed
PagodaSecurity,1/1/20,1/31/20,1,35695.95,35695.95,closed
PagodaSecurity,2/1/20,2/29/20,-31690,4006.18,4006.18,closed
PagodaSecurity,3/1/20,3/31/20,3055,7061.27,7061.27,closed
PagodaSecurity,4/1/20,4/30/20,0,7061.33,7061.33,closed
PagodaSecurity,5/1/20,5/31/20,2000,9061.41,9061.41,closed
PagodaSecurity,6/1/20,6/30/20,-1495,7566.48,7566.48,closed
PagodaSecurity,7/1/20,7/31/20,-800,6766.54,6766.54,closed
PagodaSecurity,8/1/20,8/31/20,0,6766.59,6766.59,closed
PagodaSecurity,9/1/20,9/30/20,0,6766.65,6766.65,closed
PagodaSecurity,10/1/20,10/31/20,595,7361.72,7361.72,closed
PagodaSecurity,11/1/20,11/30/20,0,7361.78,7361.78,closed
PagodaSecurity,2/1/21,2/28/21,0,17017.13,17017.13,closed
PagodaSecurity,3/1/21,3/31/21,0,17017.27,17017.27,closed
PagodaSecurity,4/1/21,4/30/21,-5090,11927.39,11927.39,closed
PagodaSecurity,5/1/21,5/31/21,0,11927.49,11927.49,closed
PagodaSecurity,6/1/21,6/30/21,0,11927.59,11927.59,closed
PagodaSecurity,7/1/21,7/31/21,0,11927.69,11927.69,closed
PagodaSecurity,8/1/21,8/31/21,500,12427.79,12427.79,closed
PagodaSecurity,9/1/21,9/30/21,0,12427.9,12427.9,closed
PagodaSecurity,11/1/21,11/30/21,0,12428.1,12428.1,closed
PagodaSecurity,12/1/21,12/31/21,8000,20428.21,20428.21,closed
PagodaSecurity,1/1/22,1/31/22,0,20428.38,20428.38,closed
PagodaSecurity,2/1/22,2/28/22,0,20428.54,20428.54,closed
PagodaSecurity,3/1/22,3/31/22,0,20428.71,20428.71,closed
PagodaSecurity,4/1/22,4/30/22,0,20428.88,20428.88,closed
PagodaSecurity,5/1/22,5/31/22,0,20429.06,20429.06,closed
PagodaSecurity,6/1/22,6/30/22,0,20429.22,20429.22,closed
PagodaSecurity,7/1/22,7/31/22,0,20429.4,20429.4,closed
PagodaSecurity,8/1/22,8/31/22,0,20429.57,20429.57,closed
PagodaSecurity,9/1/22,9/30/22,0,20429.74,20429.74,closed
PagodaSecurity,10/1/22,10/31/22,0,20429.91,20429.91,closed
PagodaSecurity,11/1/22,11/30/22,1,20431.02,20431.02,closed
Midway,8/1/21,8/31/21,49777,49776.78,49776.78,closed
Midway,9/1/21,9/30/21,2462,52239.26,52239.26,closed
PagodaSecurity,1/1/23,1/31/23,8002,18219.75,18219.75,closed
Partnership,3/1/21,3/31/21,94580,275053.75,275053.75,closed
Partnership,9/1/23,9/30/23,364,438429,438429,closed
Partnership,10/1/23,10/31/23,8916,447344.75,447344.75,closed
TrustAccount,12/1/21,12/31/21,5300,5300,5300,closed
TrustAccount,1/1/22,1/31/22,900,6200,6200,closed
TrustAccount,2/1/22,2/28/22,1050,7250,7250,closed
TrustAccount,3/1/22,3/31/22,0,7250,7250,closed
TrustAccount,4/1/22,4/30/22,0,7250,7250,closed
TrustAccount,5/1/22,5/31/22,0,7250,7250,closed
TrustAccount,6/1/22,6/30/22,0,7250,7250,closed
TrustAccount,7/1/22,7/31/22,-900,6350,6350,closed
TrustAccount,8/1/22,8/31/22,0,6350,6350,closed
TrustAccount,9/1/22,9/30/22,0,6350,6350,closed
TrustAccount,10/1/22,10/31/22,0,6350,6350,closed
PagodaSecurity,3/1/23,3/31/23,2,18224.16,18224.16,closed
PagodaSecurity,2/1/23,2/28/23,2,18221.84,18221.84,closed
PagodaSecurity,4/1/23,4/30/23,2,18226.41,18226.41,closed
PagodaSecurity,5/1/23,5/31/23,2,18228.73,18228.73,closed
PagodaSecurity,6/1/23,6/30/23,2,18230.98,18230.98,closed
PagodaSecurity,7/1/23,7/31/23,2,18233.3,18233.3,closed
PagodaSecurity,8/1/23,8/31/23,2,18235.63,18235.63,closed
PagodaSecurity,9/1/23,9/30/23,2,18237.87,18237.87,closed
PagodaSecurity,10/1/23,10/31/23,2,18240.2,18240.2,closed
PagodaSecurity,11/1/23,11/30/23,2,18242.45,18242.45,closed
Partnership,1/1/18,1/31/18,122211,-53204.14,-53204.14,closed
Partnership,2/1/18,2/28/18,28001,-25203.41,-25203.41,closed
Partnership,3/1/18,3/31/18,-76555,-101758.57,-101758.57,closed
Partnership,4/1/18,4/30/18,0,-101758.1,-101758.1,closed
Partnership,6/1/18,6/30/18,1473,-106282.73,-106282.73,closed
Partnership,7/1/18,7/31/18,-1467,-107749.27,-107749.27,closed
Partnership,8/1/18,8/31/18,3,-107745.82,-107745.82,closed
Partnership,9/1/18,9/30/18,3,-107742.49,-107742.49,closed
Partnership,10/1/18,10/31/18,3,-107739.04,-107739.04,closed
Partnership,11/1/18,11/30/18,27004,-80735.47,-80735.47,closed
Partnership,12/1/18,12/31/18,83006,2270.38,2270.38,closed
Partnership,1/1/19,1/31/19,-4762,-2491.96,-2491.96,closed
Partnership,2/1/19,2/28/19,50002,47509.84,47509.84,closed
Partnership,3/1/19,3/31/19,-18998,28512.13,28512.13,closed
Partnership,4/1/19,4/30/19,-1998,26513.74,26513.74,closed
Partnership,5/1/19,5/31/19,27003,53516.52,53516.52,closed
Partnership,6/1/19,6/30/19,3,53519.41,53519.41,closed
Partnership,7/1/19,7/31/19,-9997,43521.95,43521.95,closed
Partnership,8/1/19,8/31/19,-5992,37529.84,37529.84,closed
Partnership,9/1/19,9/30/19,34,37564.21,37564.21,closed
Partnership,10/1/19,10/31/19,176054,213618.59,213618.59,closed
Partnership,11/1/19,11/30/19,272,213890.92,213890.92,closed
Partnership,12/1/19,12/31/19,361019,574909.67,574909.67,closed
Partnership,1/1/20,1/31/20,-369,574540.43,574540.43,closed
Partnership,3/1/20,3/31/20,-14797,627658.02,627658.02,closed
Partnership,4/1/20,4/30/20,-9531,618126.74,618126.74,closed
Partnership,5/1/20,5/31/20,-24959,593167.42,593167.42,closed
Partnership,6/1/20,6/30/20,-9892,583275.92,583275.92,closed
Partnership,7/1/20,7/31/20,-4973,578303.38,578303.38,closed
Partnership,8/1/20,8/31/20,18,578321.13,578321.13,closed
Partnership,9/1/20,9/30/20,-15021,563300.49,563300.49,closed
Partnership,10/1/20,10/31/20,95,563395.06,563395.06,closed
Partnership,11/1/20,11/30/20,-74829,488566.36,488566.36,closed
Partnership,12/1/20,12/31/20,58345,546911.76,546911.76,closed
Partnership,1/1/21,1/31/21,-21721,525190.89,525190.89,closed
Partnership,2/1/21,2/28/21,-344717,180473.68,180473.68,closed
Partnership,4/1/21,4/30/21,-58996,216057.94,216057.94,closed
Partnership,5/1/21,5/31/21,4,216061.56,216061.56,closed
Partnership,6/1/21,6/30/21,4,216065.11,216065.11,closed
Partnership,7/1/21,7/31/21,350847,566911.64,566911.64,closed
Partnership,8/1/21,8/31/21,-468002,98909.61,98909.61,closed
Partnership,9/1/21,9/30/21,-4998,93911.17,93911.17,closed
Partnership,10/1/21,10/31/21,-3998,89912.7,89912.7,closed
Partnership,11/1/21,11/30/21,1,89914.18,89914.18,closed
Partnership,1/1/22,1/31/22,3,175918.68,175918.68,closed
Partnership,2/1/22,2/28/22,-4997,170921.32,170921.32,closed
Partnership,3/1/22,3/31/22,3,170924.23,170924.23,closed
Partnership,4/1/22,4/30/22,-3797,167127.03,167127.03,closed
Partnership,5/1/22,5/31/22,3,167129.87,167129.87,closed
Partnership,6/1/22,6/30/22,-147178,19952.05,19952.05,closed
Partnership,7/1/22,7/31/22,150887,170838.8,170838.8,closed
Partnership,8/1/22,8/31/22,-997,169841.69,169841.69,closed
Partnership,9/1/22,9/30/22,3,169844.48,169844.48,closed
Partnership,10/1/22,10/31/22,3,169847.36,169847.36,closed
Partnership,11/1/22,11/30/22,90,169937.71,169937.71,closed
Partnership,12/1/22,12/31/22,375621,545558.58,545558.58,closed
Partnership,1/1/23,1/31/23,-306,545252.96,545252.96,closed
Partnership,2/1/23,2/28/23,-9245,536008.28,536008.28,closed
Partnership,3/1/23,3/31/23,-24199,511809.45,511809.45,closed
Partnership,4/1/23,4/30/23,-4165,507644.23,507644.23,closed
Partnership,5/1/23,5/31/23,8355,515998.95,515998.95,closed
Partnership,6/1/23,6/30/23,-4500,511499.15,511499.15,closed
Partnership,7/1/23,7/31/23,-72311,439188.39,439188.39,closed
Partnership,8/1/23,8/31/23,-1123,438065.2,438065.2,closed
Partnership,12/1/23,12/31/23,139958,587673.79,587673.79,closed
PagodaSecurity,12/1/22,12/31/22,-10214,10217.49,10217.49,closed
TrustAccount,11/1/22,11/30/22,-900,5450,5450,closed
TrustChase,12/1/21,12/31/21,200,200,200,closed
TrustChase,1/1/22,1/31/22,2200,2400,2400,closed
TrustChase,2/1/22,2/28/22,0,2400,2400,closed
TrustChase,3/1/22,3/31/22,0,2400,2400,closed
TrustChase,4/1/22,4/30/22,0,2400,2400,closed
TrustChase,5/1/22,5/31/22,0,2400,2400,closed
TrustChase,6/1/22,6/30/22,0,2400,2400,closed
TrustChase,7/1/22,7/31/22,0,2400,2400,closed
TrustChase,8/1/22,8/31/22,0,2400,2400,closed
TrustChase,9/1/22,9/30/22,-1200,1200,1200,closed
TrustChase,10/1/22,10/31/22,0,1200,1200,closed
TrustChase,11/1/22,11/30/22,0,1200,1200,closed
TrustChase,12/1/22,12/31/22,2500,3700,3700,closed
108Meadow,5/1/24,5/31/24,1026.07,6191.16,6191.16,closed
108Pagoda,12/1/23,12/31/23,-8610,1680.83,1680.83,closed
108Meadow,4/1/24,4/30/24,2417.07,5165.09,5165.09,closed
108Pagoda,5/1/24,5/31/24,-244.92,5725.84,5725.84,closed
1117Brewer,12/1/23,12/31/23,-3513,1960.9,1960.9,closed
108Pagoda,4/1/24,4/30/24,2839.03,5970.76,5970.76,closed
1117Brewer,3/1/24,3/31/24,-786.48,1293.96,1293.96,closed
108Meadow,2/1/24,2/29/24,1026.07,3571.95,3571.95,closed
108Pagoda,2/1/24,2/29/24,1123.03,4017.89,4017.89,closed
1117Brewer,2/1/24,2/29/24,-786.48,2080.44,2080.44,closed
114Sidney,4/1/24,4/30/24,2189.32,3997.48,3997.48,closed
116Meadow,2/1/24,2/29/24,1168.98,4790.04,4790.04,closed
116Meadow,3/1/24,3/31/24,-681.02,4109.02,4109.02,closed
1316Rosemon,2/1/24,2/29/24,2459.35,4867.75,4867.75,closed
1342Newton,4/1/24,4/30/24,7141.62,7496.79,7496.79,closed
2208Chase,3/1/24,3/31/24,0.01,1723.41,1723.41,closed
4920Brianhill,3/1/24,3/31/24,-1383.06,6263.69,6263.69,closed
6401Basswood,4/1/24,4/30/24,4740.82,5365.18,5365.18,closed
711Parks,1/1/24,1/31/24,-724.95,1726.66,1726.66,closed
711Parks,2/1/24,2/29/24,-653.95,1072.71,1072.71,closed
711Parks,3/1/24,3/31/24,-808.95,263.76,263.76,closed
8604Wagon,2/1/24,2/29/24,1256.21,4954.9,4954.9,closed
8604Wagon,4/1/24,4/30/24,3206.21,7317.32,7317.32,closed
874Wintergreen,2/1/24,2/29/24,10313.91,11000,11000,closed
874Wintergreen,3/1/24,3/31/24,-769.01,10230.99,10230.99,closed
Common,3/1/24,3/31/24,-42.25,81.97,81.97,closed
Midway,4/1/24,4/30/24,2134.62,59300.74,59300.74,closed
Partnership,1/1/24,1/31/24,19052.56,606726.35,606726.35,closed
104Meadow,1/1/24,1/31/24,1453.8,2584.39,2584.39,closed
104Meadow,2/1/24,2/29/24,1144.8,3729.19,3729.19,closed
104Meadow,3/1/24,3/31/24,-805.2,2923.99,2923.99,closed
108Meadow,3/1/24,3/31/24,-823.93,2748.02,2748.02,closed
1117Brewer,5/1/24,5/31/24,4178.52,4686,4686,closed
114Sidney,1/1/24,1/31/24,-750.63,3159.42,3159.42,closed
1117Brewer,4/1/24,4/30/24,-786.48,507.48,507.48,closed
114Sidney,5/1/24,5/31/24,1134.37,5131.85,5131.85,closed
116Meadow,1/1/24,1/31/24,1477.98,3621.06,3621.06,closed
116MeadowSavings,3/1/24,3/31/24,150.02,2361.38,2361.38,closed
116Meadow,4/1/24,4/30/24,2484.98,6594,6594,closed
1316Rosemon,5/1/24,5/31/24,2159.35,11720.8,11720.8,closed
1342Newton,2/1/24,2/29/24,-638.38,993.55,993.55,closed
1316Rosemon,3/1/24,3/31/24,-1469.65,3398.1,3398.1,closed
1316Rosemon,4/1/24,4/30/24,6163.35,9561.45,9561.45,closed
1342Newton,5/1/24,5/31/24,-638.38,6858.41,6858.41,closed
2208Chase,1/1/24,1/31/24,0.04,1723.38,1723.38,closed
2417Garden,5/1/24,5/31/24,2002.34,7062.42,7062.42,closed
4920Brianhill,1/1/24,1/31/24,489.98,6631.67,6631.67,closed
2417Garden,1/1/24,1/31/24,2120.97,3786.47,3786.47,closed
2417Garden,2/1/24,2/29/24,-2725.98,1060.49,1060.49,closed
2417Garden,3/1/24,3/31/24,-952.72,107.77,107.77,closed
2417Garden,4/1/24,4/30/24,4952.31,5060.08,5060.08,closed
6401Basswood,5/1/24,5/31/24,-0.15,5365.03,5365.03,closed
6401Basswood,1/1/24,1/31/24,3209.79,6590.56,6590.56,closed
4920Brianhill,4/1/24,4/30/24,2362.52,8626.21,8626.21,closed
6401Basswood,2/1/24,2/29/24,-937.52,5653.04,5653.04,closed
7417Canoga,1/1/24,1/31/24,-5000,4127.74,4127.74,closed
711Parks,4/1/24,4/30/24,1316.05,1579.81,1579.81,closed
8604Wagon,5/1/24,5/31/24,1256.21,8573.53,8573.53,closed
874Wintergreen,4/1/24,4/30/24,-769.01,9461.98,9461.98,closed
Common,1/1/24,1/31/24,-25.59,149.81,149.81,closed
Midway,5/1/24,5/31/24,-29996.82,29303.92,29303.92,closed
Common,2/1/24,2/29/24,-25.59,124.22,124.22,closed
Midway,1/1/24,1/31/24,-14431.95,34788.42,34788.42,closed
Common,4/1/24,4/30/24,-26.07,55.9,55.9,closed
PagodaSecurity,2/1/24,2/29/24,0.22,28245.94,28245.94,closed
Midway,3/1/24,3/31/24,-18931.61,57166.12,57166.12,closed
Partnership,5/1/24,5/31/24,-203014.84,391257.92,391257.92,closed
104Meadow,5/1/24,5/31/24,1144.8,6704.59,6704.59,closed
Partnership,2/1/24,2/29/24,-10473.47,596252.88,596252.88,closed
Partnership,3/1/24,3/31/24,-1989.89,594262.99,594262.99,closed
Partnership,4/1/24,4/30/24,9.77,594272.76,594272.76,closed
104Meadow,12/1/23,12/31/23,-6491,1130.59,1130.59,closed
108Meadow,1/1/24,1/31/24,1335.07,2545.88,2545.88,closed
108Pagoda,1/1/24,1/31/24,1214.03,2894.86,2894.86,closed
1117Brewer,1/1/24,1/31/24,906.02,2866.92,2866.92,closed
114Sidney,3/1/24,3/31/24,-675.63,1808.16,1808.16,closed
1316Rosemon,1/1/24,1/31/24,123.41,2408.4,2408.4,closed
1342Newton,3/1/24,3/31/24,-638.38,355.17,355.17,closed
2208Chase,2/1/24,2/29/24,0.02,1723.4,1723.4,closed
4920Brianhill,2/1/24,2/29/24,1015.08,7646.75,7646.75,closed
8604Wagon,1/1/24,1/31/24,1181.21,3698.69,3698.69,closed
PagodaSecurity,3/1/24,3/31/24,0.24,28246.18,28246.18,closed
116Meadow,5/1/24,5/31/24,1168.98,7762.98,7762.98,closed
108Meadow,12/1/23,12/31/23,-3646,1210.81,1210.81,closed
711Parks,5/1/24,5/31/24,-808.95,770.86,770.86,closed
874Wintergreen,5/1/24,5/31/24,-769.01,8692.97,8692.97,closed
116Meadow,11/1/16,11/30/16,675,20332.18,20332.18,closed
116MeadowSavings,1/1/18,1/31/18,150,-1597.14,-1597.14,closed
116MeadowSavings,4/1/24,4/30/24,150.02,2511.4,2511.4,closed
1342Newton,1/1/24,1/31/24,-638.38,1631.93,1631.93,closed
2208Chase,12/1/23,12/31/23,-4999,1723.34,1723.34,closed
114Sidney,2/1/21,2/28/21,-552,2975.36,2975.36,closed
4909Jamesway,5/1/24,5/31/24,7413.45,17994.96,17994.96,closed
6401Basswood,3/1/24,3/31/24,-5028.68,624.36,624.36,closed
8604Wagon,6/1/24,6/30/24,990.96,9564.49,9564.49,closed
874Wintergreen,12/1/23,12/31/23,-9336,1455.1,1455.1,closed
Common,12/1/23,12/31/23,-26,175.4,175.4,closed
PagodaSecurity,12/1/23,12/31/23,10002,28244.94,28244.94,closed
104Meadow,6/1/24,6/30/24,894.8,7599.39,7599.39,closed
711Parks,12/1/23,12/31/23,-9287,2451.61,2451.61,closed
711Parks,6/1/24,6/30/24,1656.05,2426.91,2426.91,closed
8604Wagon,12/1/23,12/31/23,-10758,2517.48,2517.48,closed
8604Wagon,3/1/24,3/31/24,-843.79,4111.11,4111.11,closed
874Wintergreen,6/1/24,6/30/24,776.2,9469.17,9469.17,closed
Midway,6/1/24,6/30/24,11532.51,40836.43,40836.43,closed
Midway,12/1/23,12/31/23,-37662,49220.37,49220.37,closed
Midway,2/1/24,2/29/24,41309.31,76097.73,76097.73,closed
PagodaSecurity,5/1/24,5/31/24,0.24,28246.65,28246.65,closed
Partnership,6/1/24,6/30/24,-100493.58,290764.34,290764.34,closed
108Meadow,8/1/14,8/31/14,1102,8036.64,8036.64,closed
104Meadow,8/1/14,8/31/14,648,6236.94,6236.94,closed
1117Brewer,2/1/18,2/28/18,1089,4336.35,4336.35,closed
114Sidney,11/1/22,11/30/22,2510,9478.89,9478.89,closed
116Meadow,6/1/24,6/30/24,-582.02,7180.96,7180.96,closed
116MeadowSavings,2/1/16,2/29/16,150,-10049.39,-10049.39,closed
1316Rosemon,12/1/23,12/31/23,-20145,2284.99,2284.99,closed
116MeadowSavings,2/1/24,2/29/24,150.02,2211.36,2211.36,closed
1342Newton,6/1/24,6/30/24,955.12,7813.53,7813.53,closed
2208Chase,5/1/24,5/31/24,0.01,1723.44,1723.44,closed
1905Morning,9/1/23,9/30/23,825,1965.73,1965.73,closed
2208Chase,4/1/24,4/30/24,0.02,1723.43,1723.43,closed
2224Heatherton,8/1/23,8/31/23,-900,7579.48,7579.48,closed
4909Jamesway,2/1/24,2/29/24,812.21,6150.99,6150.99,closed
4909Jamesway,3/1/24,3/31/24,-2046.62,4104.37,4104.37,closed
4909Jamesway,4/1/24,4/30/24,6477.14,10581.51,10581.51,closed
4920Brianhill,6/1/24,6/30/24,-1383.06,6604.32,6604.32,closed
