Property,Property Description,LLC,Title,Purchase Date,Sell Date,Purchase Price,Sell Price, Units ,County
2224Heatherton,2224 Heatherton Place Plano TX 75023,PAG,LLC,5/52020,4/20/21,"$198,000 ","$290,000 ",1,Collin
